id,name,about,network,followersCount,proposalsCount,gov_model
snapshot.dcl.eth,Decentraland,Decentraland Snapshot Space,1,34193,2784,token
pickle.eth,PICKLE,,1,582,51,hybrid
charged.eth,Charged Particles,What's in your NFT?,1,99,29,hybrid
uniswapgovernance.eth,Uniswap,Only delegated UNI may be used to vote on proposals. You can delegate to yourself or another address here: https://app.uniswap.org/#/vote,1,124883,180,delegated
trustwallet,Trust Wallet,,56,47098,19,hybrid
aragon,Aragon,,1,231,17,hybrid
ampleforthorg.eth,Ampleforth,"Offchain signaling for Ampleforth Ecosystem, including AMPL, SPOT, Forth DAO, and surrounding infrastructure.

Learn more at https://ampleforth.org/governance",1,350,50,hybrid
spookyswap.eth,SpookySwap,,250,4241,97,hybrid
fingerprints.eth,Fingerprints DAO,The home of blockchain art.,1,149,40,hybrid
banklessvault.eth,Bankless DAO,A decentralized community helping the world go bankless,1,28685,84,hybrid
ens.eth,ENS,,1,142742,84,hybrid
masknetwork.eth,MASK,,1,2405,14,hybrid
apeswap-finance.eth,ApeBond,,56,713,32,hybrid
stakewise.eth,StakeWise,"StakeWise DAO transparently guides decisions on development, support, and governance of its liquid staking protocol and SWISE token ecosystem. Start your propo…",1,503,142,hybrid
rallygov.eth,Rally,,1,419,198,hybrid
hakka.eth,Hakka Finance,Hakka Decentralized Finance Ecosystem Warped Spacetime with Crypto Native Primitives,1,18714,17,hybrid
uberhaus.eth,Uberhaus,Voting for the DAOhaus Ecosystem,1,46,4,hybrid
everipediaiq.eth,IQ,The IQ token is a cryptocurrency dedicated to the future of knowledge. The IQ token is managed by BrainDAO and powers the IQ ecosystem which includes IQAI.com,1,45,36,hybrid
akropolis.eth,Akropolis,,1,84,9,hybrid
blockzerolabs.eth,Blockzero Labs,Launching Ideas into the Decentralized World,1,145,49,hybrid
olympusdao.eth,OlympusDAO,,1,27193,305,hybrid
fei.eth,Fei,The stablecoin for DeFi,1,1972,137,hybrid
ffdao.eth,forefront,The Pulse of Web3 Social,1,386,27,hybrid
macaronswap.eth,MacaronSwap,Decentralized Cross-Chain Exchange & Farming Platform,56,34,15,hybrid
council.graphprotocol.eth,The Graph Council,A space for all Graph Governance Proposals from The Graph Council.,1,50,62,hybrid
ybaby.eth,yearn (old),,1,4100,13,hybrid
comp-vote.eth,Compound,,1,7261,26,hybrid
ren-project.eth,Ren Project,renproject.io - An open protocol providing access to inter-blockchain liquidity for all decentralized applications.,1,119,31,hybrid
ilvgov.eth,Illuvinati Governance,,1,4551,38,hybrid
poh.eth,Proof Of Humanity,,1,58900,116,hybrid
aladdindao.eth,AladdinDAO,AladdinDAO is a decentralized network to shift crypto investments from venture capitalists to wisdom of crowds through collective value discovery.,1,778,1284,hybrid
officialoceandao.eth,OceanDAO,,1,1420,151,hybrid
synthereum.eth,Jarvis Network,,1,285,116,hybrid
bancornetwork.eth,Bancor,"Bancor Governance Snapshot. For more information, consult the Bancor Governance Forum at gov.bancor.network.",1,4185,558,token
poolpool.pooltogether.eth,Pool Pool,,1,1082,65,hybrid
pooltogether.eth,PoolTogether,,1,5222,38,hybrid
pangolindex.eth,Pangolin,,43114,1087,42,hybrid
mimo.eth,Parallel,"Providing overcollateralized, decentralized & multichain EUR (PAR) & USD (paUSD) stablecoins | Governance Token: $PRL | Gov Forum: http://gov.parallel.best",1,88,219,hybrid
impossiblefinance.eth,Impossible Finance,"Impossible Finance is a decentralized incubator, launchpad, and swap",56,211,17,hybrid
quickvote.eth,QuickSwap,DEX on Polygon,137,25437,67,hybrid
snxgov.eth,Synthetix SCCP/SIP,,1,361,969,hybrid
tracer.eth,Tracer,,1,588,46,hybrid
graphprotocol.eth,The Graph,,1,10955,4,hybrid
alchemixstakers.eth,Alchemix,,59144,2542,139,hybrid
tokenlon.eth,Tokenlon,,1,1181,46,hybrid
alpacafinance.eth,Alpaca Finance,Alpaca Finance is the largest lending protocol allowing leveraged yield farming on BNB Chain.,56,9303,49,hybrid
harvestfi.eth,Harvest Finance,,1,247,19,hybrid
gnosis.eth,GnosisDAO,"GnosisDAO transparently guides decisions on development, support, and governance of its GNO token ecosystem. Start your proposal here: https://forum.gnosis.io",1,12050,221,hybrid
pancakebunny.eth,Bunny,,56,742,17,hybrid
alchemistcoin.eth,Alchemist,"The path that has never been taken - one that leads to the Philosophers Stone - requires creativity and freedom, not roadmaps.",1,1147,21,hybrid
ilv.eth,Illuvinati Council,,1,1602,18,hybrid
diadao.eth,DIA,"DIA is a trustless oracle network. Its modular, rollup-based design enables verifiable sourcing and delivery of any data to any blockchain.",1,2595,101,hybrid
gov.dhedge.eth,dHEDGE DAO,Building a future where everyone has simple and reliable access to financial freedom so that society's quality of life is improved.,10,246,97,hybrid
opiumprotocol.eth,Opium Network,Opium Protocol Governance Voting Portal,1,1733,87,hybrid
lido-snapshot.eth,Lido,,1,32371,375,hybrid
metafactory.eth,MetaFactory,,1,243,66,hybrid
aventus.eth,Aventus Network,"Aventus transforms how customers unlock growth, efficiency & trust via Web3 solutions that are accessible, intuitive & customised to our clients’ unique needs.",1,152,24,hybrid
vote.airswap.eth,AirSwap,,1,1636,131,hybrid
community.nexusmutual.eth,Nexus Mutual DAO Treasury,Nexus Mutual provides industry leading on-chain protection and serves as the premier insurance alternative for crypto and more.,1,223,68,hybrid
defigeek.eth,DeFiGeek Community,,1,169,94,hybrid
dextfprotocol.eth,DOMANI Governance,,1,35,12,hybrid
stakedao.eth,Stake DAO,"The Liquid Lockers Protocol.
Stake DAO is a non-custodial liquid staking platform focused on governance tokens.",1,1486,124,hybrid
sportx.eth,SX.bet,The best sports betting exchange in the world,416,81,35,hybrid
cream-finance.eth,Cream Finance,,1,1281,112,hybrid
barnbridge.eth,BarnBridge,"Building DeFi-native solutions for yield and credit.
",1,368,32,hybrid
vote-perp.eth,Perpetual Protocol,https://perp.com,1,1403,39,hybrid
friendswithbenefits.eth,Friends With Benefits,,1,2184,87,hybrid
gdao.eth,Governor DAO,,1,70,18,hybrid
ndx.eth,Indexed Finance,,1,103,51,hybrid
nftx.eth,NFTX,,1,161,81,hybrid
frax.eth,Frax,,252,4617,502,hybrid
truefigov.eth,TrueFi,"TrueFi brings collateral-free lending on-chain, maximizing capital efficiency for borrowers and earning rates for lenders.",1,267,78,hybrid
xdaistake.eth,xDai Chain (Gnosis Chain),The xDai chain is a stable payments blockchain designed for fast and inexpensive transactions. ,1,12392,257,hybrid
aavegotchi.eth,Aavegotchi,A decentralized community building the future of gaming. ,137,86204,580,hybrid
yam.eth,Yam,Only delegated YAM may be used to vote on proposals. You can delegate to yourself or another address here: yam.finance/#/delegate,1,1852,215,delegated
badgerdao.eth,BadgerDAO,BadgerDAO is a decentralized collective of builders supporting community driven growth for Bitcoin across DeFi.,1,10550,119,hybrid
decentralgames.eth,Bag.win,Bag.win: The world's most immersive online casino. Governed by its community. $BAG,1,3191,310,hybrid
dodobird.eth,DODO,DODO is a decentralized exchange platform powered by the Proactive Market Maker (PMM) algorithm.,137,3229,23,hybrid
idlefinance.eth,Idle DAO,Idle DAO off-chain polls for IDLE holders,1,114,128,hybrid
fabien.eth,Fabien,This is nothing more than a test space.,1,970,465,hybrid
